"cond","SID","survey_name","item","value"
"other","s463","sharing_narrow","3_sharing_narrow","52"
"other","s466","sharing_narrow","3_sharing_narrow","43"
"other","s467","sharing_narrow","3_sharing_narrow","92"
"other","s470","sharing_narrow","3_sharing_narrow","18"
"self","s471","sharing_narrow","3_sharing_narrow","60"
"other","s473","sharing_narrow","3_sharing_narrow","76"
"self","s475","sharing_narrow","3_sharing_narrow","78"
"self","s478","sharing_narrow","3_sharing_narrow","55"
"other","s479","sharing_narrow","3_sharing_narrow","83"
"self","s481","sharing_narrow","3_sharing_narrow","69"
"self","s482","sharing_narrow","3_sharing_narrow","100"
"self","s483","sharing_narrow","3_sharing_narrow","49"
"other","s485","sharing_narrow","3_sharing_narrow","33"
"self","s487","sharing_narrow","3_sharing_narrow","44"
"other","s488","sharing_narrow","3_sharing_narrow","35"
"self","s490","sharing_narrow","3_sharing_narrow","50"
"other","s492","sharing_narrow","3_sharing_narrow","0"
"self","s493","sharing_narrow","3_sharing_narrow","10"
"other","s494","sharing_narrow","3_sharing_narrow","70"
"other","s495","sharing_narrow","3_sharing_narrow","0"
"self","s496","sharing_narrow","3_sharing_narrow","69"
"other","s497","sharing_narrow","3_sharing_narrow","43"
"other","s498","sharing_narrow","3_sharing_narrow","2"
"self","s499","sharing_narrow","3_sharing_narrow","55"
"other","s502","sharing_narrow","3_sharing_narrow","72"
"self","s504","sharing_narrow","3_sharing_narrow","50"
"other","s505","sharing_narrow","3_sharing_narrow","11"
"other","s506","sharing_narrow","3_sharing_narrow","89"
"self","s507","sharing_narrow","3_sharing_narrow","40"
"self","s512","sharing_narrow","3_sharing_narrow","0"
"other","s513","sharing_narrow","3_sharing_narrow","3"
"self","s514","sharing_narrow","3_sharing_narrow","5"
"self","s515","sharing_narrow","3_sharing_narrow","100"
"other","s516","sharing_narrow","3_sharing_narrow","47"
"other","s517","sharing_narrow","3_sharing_narrow","33"
"self","s520","sharing_narrow","3_sharing_narrow","50"
"self","s522","sharing_narrow","3_sharing_narrow","49"
"self","s526","sharing_narrow","3_sharing_narrow","62"
"self","s527","sharing_narrow","3_sharing_narrow","76"
"other","s529","sharing_narrow","3_sharing_narrow","22"
"self","s530","sharing_narrow","3_sharing_narrow","65"
"other","s531","sharing_narrow","3_sharing_narrow","24"
"self","s532","sharing_narrow","3_sharing_narrow","71"
"other","s533","sharing_narrow","3_sharing_narrow","5"
"self","s535","sharing_narrow","3_sharing_narrow","0"
"self","s537","sharing_narrow","3_sharing_narrow","14"
"self","s538","sharing_narrow","3_sharing_narrow","93"
"other","s540","sharing_narrow","3_sharing_narrow","46"
"other","s541","sharing_narrow","3_sharing_narrow","25"
"self","s543","sharing_narrow","3_sharing_narrow","4"
"self","s544","sharing_narrow","3_sharing_narrow","84"
"other","s545","sharing_narrow","3_sharing_narrow","68"
"other","s546","sharing_narrow","3_sharing_narrow","0"
"other","s547","sharing_narrow","3_sharing_narrow","27"
"other","s548","sharing_narrow","3_sharing_narrow","55"
"other","s551","sharing_narrow","3_sharing_narrow","65"
"other","s552","sharing_narrow","3_sharing_narrow","49"
"other","s553","sharing_narrow","3_sharing_narrow","4"
"other","s554","sharing_narrow","3_sharing_narrow","93"
"self","s555","sharing_narrow","3_sharing_narrow","47"
"other","s558","sharing_narrow","3_sharing_narrow","41"
"other","s559","sharing_narrow","3_sharing_narrow","73"
"self","s561","sharing_narrow","3_sharing_narrow","15"
"other","s563","sharing_narrow","3_sharing_narrow","34"
"other","s567","sharing_narrow","3_sharing_narrow","34"
"self","s568","sharing_narrow","3_sharing_narrow","83"
"other","s570","sharing_narrow","3_sharing_narrow","0"
"other","s571","sharing_narrow","3_sharing_narrow","10"
"self","s572","sharing_narrow","3_sharing_narrow","51"
"other","s574","sharing_narrow","3_sharing_narrow","6"
"other","s575","sharing_narrow","3_sharing_narrow","100"
"self","s576","sharing_narrow","3_sharing_narrow","34"
"self","s577","sharing_narrow","3_sharing_narrow","67"
"other","s578","sharing_narrow","3_sharing_narrow","33"
"other","s581","sharing_narrow","3_sharing_narrow","0"
"other","s582","sharing_narrow","3_sharing_narrow","45"
"self","s583","sharing_narrow","3_sharing_narrow","55"
"self","s584","sharing_narrow","3_sharing_narrow","72"
"self","s587","sharing_narrow","3_sharing_narrow","50"
"self","s588","sharing_narrow","3_sharing_narrow","80"
"self","s589","sharing_narrow","3_sharing_narrow","59"
"other","s592","sharing_narrow","3_sharing_narrow","11"
"other","s593","sharing_narrow","3_sharing_narrow","100"
"other","s594","sharing_narrow","3_sharing_narrow","17"
"self","s595","sharing_narrow","3_sharing_narrow","71"
"other","s598","sharing_narrow","3_sharing_narrow","49"
"other","s599","sharing_narrow","3_sharing_narrow","78"
"self","s600","sharing_narrow","3_sharing_narrow","22"
"other","s602","sharing_narrow","3_sharing_narrow","0"
"other","s606","sharing_narrow","3_sharing_narrow","75"
"self","s608","sharing_narrow","3_sharing_narrow","0"
"other","s610","sharing_narrow","3_sharing_narrow","24"
"other","s613","sharing_narrow","3_sharing_narrow","30"
"self","s615","sharing_narrow","3_sharing_narrow","100"
"self","s616","sharing_narrow","3_sharing_narrow","71"
"other","s618","sharing_narrow","3_sharing_narrow","23"
"self","s619","sharing_narrow","3_sharing_narrow","77"
"self","s620","sharing_narrow","3_sharing_narrow","100"
"self","s621","sharing_narrow","3_sharing_narrow","0"
"self","s622","sharing_narrow","3_sharing_narrow","92"
"other","s623","sharing_narrow","3_sharing_narrow","81"
"self","s624","sharing_narrow","3_sharing_narrow","59"
"other","s626","sharing_narrow","3_sharing_narrow","92"
"other","s627","sharing_narrow","3_sharing_narrow","0"
"self","s628","sharing_narrow","3_sharing_narrow","75"
"self","s629","sharing_narrow","3_sharing_narrow","56"
"self","s630","sharing_narrow","3_sharing_narrow","75"
"other","s631","sharing_narrow","3_sharing_narrow","0"
"other","s634","sharing_narrow","3_sharing_narrow","16"
"self","s635","sharing_narrow","3_sharing_narrow","71"
"self","s636","sharing_narrow","3_sharing_narrow","94"
"self","s638","sharing_narrow","3_sharing_narrow","97"
"other","s639","sharing_narrow","3_sharing_narrow","75"
"self","s640","sharing_narrow","3_sharing_narrow","73"
"self","s001","relevance_self","3_relevance_self","13"
"self","s002","relevance_self","3_relevance_self","30"
"other","s003","relevance_self","3_relevance_self","71"
"other","s004","relevance_self","3_relevance_self","89"
"other","s005","relevance_self","3_relevance_self","0"
"other","s008","relevance_self","3_relevance_self","52"
"self","s009","relevance_self","3_relevance_self","89"
"other","s010","relevance_self","3_relevance_self","0"
"other","s012","relevance_self","3_relevance_self","12"
"self","s014","relevance_self","3_relevance_self","92"
"other","s015","relevance_self","3_relevance_self","79"
"other","s017","relevance_self","3_relevance_self","32"
"other","s018","relevance_self","3_relevance_self","24"
"self","s019","relevance_self","3_relevance_self","74"
"self","s020","relevance_self","3_relevance_self","0"
"self","s021","relevance_self","3_relevance_self","0"
"other","s024","relevance_self","3_relevance_self","31"
"other","s025","relevance_self","3_relevance_self","98"
"other","s028","relevance_self","3_relevance_self","81"
"self","s030","relevance_self","3_relevance_self","51"
"other","s031","relevance_self","3_relevance_self","93"
"self","s032","relevance_self","3_relevance_self","98"
"self","s036","relevance_self","3_relevance_self","49"
"other","s037","relevance_self","3_relevance_self","54"
"other","s038","relevance_self","3_relevance_self","50"
"self","s040","relevance_self","3_relevance_self","63"
"other","s041","relevance_self","3_relevance_self","100"
"other","s042","relevance_self","3_relevance_self","74"
"self","s043","relevance_self","3_relevance_self","26"
"other","s045","relevance_self","3_relevance_self","14"
"self","s046","relevance_self","3_relevance_self","65"
"self","s048","relevance_self","3_relevance_self","85"
"other","s049","relevance_self","3_relevance_self","70"
"self","s051","relevance_self","3_relevance_self","92"
"self","s052","relevance_self","3_relevance_self","82"
"other","s053","relevance_self","3_relevance_self","85"
"self","s054","relevance_self","3_relevance_self","15"
"other","s055","relevance_self","3_relevance_self","89"
"self","s056","relevance_self","3_relevance_self","66"
"self","s057","relevance_self","3_relevance_self","46"
"self","s058","relevance_self","3_relevance_self","48"
"other","s062","relevance_self","3_relevance_self","79"
"self","s063","relevance_self","3_relevance_self","0"
"self","s064","relevance_self","3_relevance_self","66"
"other","s065","relevance_self","3_relevance_self","91"
"other","s066","relevance_self","3_relevance_self","77"
"self","s067","relevance_self","3_relevance_self","25"
"other","s068","relevance_self","3_relevance_self","1"
"self","s069","relevance_self","3_relevance_self","81"
"self","s070","relevance_self","3_relevance_self","86"
"other","s072","relevance_self","3_relevance_self","72"
"other","s073","relevance_self","3_relevance_self","12"
"other","s074","relevance_self","3_relevance_self","100"
"other","s075","relevance_self","3_relevance_self","83"
"self","s076","relevance_self","3_relevance_self","70"
"other","s078","relevance_self","3_relevance_self","58"
"other","s079","relevance_self","3_relevance_self","92"
"self","s080","relevance_self","3_relevance_self","89"
"other","s081","relevance_self","3_relevance_self","1"
"self","s082","relevance_self","3_relevance_self","100"
"other","s083","relevance_self","3_relevance_self","97"
"self","s084","relevance_self","3_relevance_self","0"
"other","s085","relevance_self","3_relevance_self","89"
"self","s086","relevance_self","3_relevance_self","0"
"self","s089","relevance_self","3_relevance_self","12"
"other","s090","relevance_self","3_relevance_self","77"
"other","s092","relevance_self","3_relevance_self","52"
"self","s093","relevance_self","3_relevance_self","51"
"self","s095","relevance_self","3_relevance_self","69"
"other","s097","relevance_self","3_relevance_self","94"
"other","s099","relevance_self","3_relevance_self","51"
"other","s100","relevance_self","3_relevance_self","15"
"self","s101","relevance_self","3_relevance_self","64"
"other","s103","relevance_self","3_relevance_self","66"
"self","s104","relevance_self","3_relevance_self","97"
"self","s106","relevance_self","3_relevance_self","0"
"other","s108","relevance_self","3_relevance_self","8"
"other","s110","relevance_self","3_relevance_self","31"
"self","s111","relevance_self","3_relevance_self","100"
"self","s112","relevance_self","3_relevance_self","100"
"self","s113","relevance_self","3_relevance_self","66"
"other","s114","relevance_self","3_relevance_self","65"
"other","s115","relevance_self","3_relevance_self","29"
"other","s116","relevance_self","3_relevance_self","73"
"other","s117","relevance_self","3_relevance_self","69"
"self","s118","relevance_self","3_relevance_self","51"
"self","s119","relevance_self","3_relevance_self","0"
"other","s120","relevance_self","3_relevance_self","1"
"self","s121","relevance_self","3_relevance_self","1"
"other","s122","relevance_self","3_relevance_self","29"
"other","s123","relevance_self","3_relevance_self","83"
"self","s124","relevance_self","3_relevance_self","8"
"other","s125","relevance_self","3_relevance_self","0"
"other","s126","relevance_self","3_relevance_self","83"
"self","s127","relevance_self","3_relevance_self","25"
"self","s130","relevance_self","3_relevance_self","60"
"self","s132","relevance_self","3_relevance_self","0"
"other","s133","relevance_self","3_relevance_self","91"
"other","s134","relevance_self","3_relevance_self","60"
"other","s136","relevance_self","3_relevance_self","40"
"other","s137","relevance_self","3_relevance_self","13"
"other","s139","relevance_self","3_relevance_self","99"
"other","s140","relevance_self","3_relevance_self","68"
"self","s141","relevance_self","3_relevance_self","20"
"self","s143","relevance_self","3_relevance_self","61"
"self","s145","relevance_self","3_relevance_self","84"
"self","s146","relevance_self","3_relevance_self","87"
"self","s147","relevance_self","3_relevance_self","49"
"self","s149","relevance_self","3_relevance_self","88"
"other","s150","relevance_self","3_relevance_self","57"
"self","s151","relevance_self","3_relevance_self","85"
"other","s153","relevance_self","3_relevance_self","57"
"self","s155","relevance_self","3_relevance_self","100"
"other","s156","relevance_self","3_relevance_self","9"
"self","s157","relevance_self","3_relevance_self","84"
"other","s159","relevance_self","3_relevance_self","82"
"self","s160","relevance_self","3_relevance_self","91"
"self","s161","relevance_self","3_relevance_self","65"
"other","s163","relevance_self","3_relevance_self","45"
"other","s166","relevance_self","3_relevance_self","94"
"self","s167","relevance_self","3_relevance_self","100"
"self","s168","relevance_self","3_relevance_self","63"
"other","s170","relevance_self","3_relevance_self","98"
"self","s172","relevance_self","3_relevance_self","1"
"other","s177","relevance_self","3_relevance_self","92"
"self","s178","relevance_self","3_relevance_self","0"
"self","s184","relevance_self","3_relevance_self","74"
"other","s185","relevance_self","3_relevance_self","100"
"self","s186","relevance_self","3_relevance_self","49"
"self","s187","relevance_self","3_relevance_self","75"
"other","s189","relevance_self","3_relevance_self","75"
"other","s191","relevance_self","3_relevance_self","44"
"self","s192","relevance_self","3_relevance_self","65"
"self","s193","relevance_self","3_relevance_self","93"
"self","s194","relevance_self","3_relevance_self","63"
"self","s195","relevance_self","3_relevance_self","17"
"self","s196","relevance_self","3_relevance_self","90"
"other","s197","relevance_self","3_relevance_self","66"
"self","s198","relevance_self","3_relevance_self","55"
"self","s200","relevance_self","3_relevance_self","30"
"other","s201","relevance_self","3_relevance_self","30"
"self","s202","relevance_self","3_relevance_self","50"
"other","s204","relevance_self","3_relevance_self","13"
"other","s205","relevance_self","3_relevance_self","12"
"other","s206","relevance_self","3_relevance_self","95"
"self","s207","relevance_self","3_relevance_self","27"
"self","s208","relevance_self","3_relevance_self","85"
"other","s210","relevance_self","3_relevance_self","24"
"self","s211","relevance_self","3_relevance_self","81"
"self","s212","relevance_self","3_relevance_self","47"
"other","s214","relevance_self","3_relevance_self","71"
"other","s215","relevance_self","3_relevance_self","87"
"other","s216","relevance_self","3_relevance_self","0"
"self","s217","relevance_self","3_relevance_self","0"
"other","s218","relevance_self","3_relevance_self","36"
"self","s219","relevance_self","3_relevance_self","100"
"other","s222","relevance_self","3_relevance_self","37"
"self","s223","relevance_self","3_relevance_self","82"
"self","s224","relevance_self","3_relevance_self","1"
"other","s227","relevance_self","3_relevance_self","99"
"self","s230","relevance_self","3_relevance_self","66"
"self","s234","relevance_self","3_relevance_self","77"
"other","s235","relevance_self","3_relevance_self","77"
"other","s236","relevance_self","3_relevance_self","67"
"self","s237","relevance_self","3_relevance_self","65"
"self","s242","relevance_self","3_relevance_self","52"
"self","s243","relevance_self","3_relevance_self","21"
"other","s246","relevance_self","3_relevance_self","4"
"self","s248","relevance_self","3_relevance_self","86"
"other","s249","relevance_self","3_relevance_self","74"
"self","s250","relevance_self","3_relevance_self","89"
"other","s251","relevance_self","3_relevance_self","11"
